time	eq_lat	eq_lon	mag	earthquake_id	date	prep_zone	year	sonde1	sonde1_lat	sonde1_lon	eq_sonde1_dist	sonde2	sonde2_lat	sonde2_lon	eq_sonde2_dist	sonde1_sonde2_dist
14:08:35.420	24.924	123.35600000000001	5.5	usb000gagm	2013-04-18	231.739464996848	2013	CL424	24.9	121.2	217.512554775086	OK426	26.3	127.8	471.243835000462	680.024056086722
02:03:19.820	23.828000000000003	121.215	5.9	usb000ftgc	2013-03-27	344.349930763338	2013	CL424	24.9	121.2	119.24806675158001	OK426	26.3	127.8	718.056665340279	680.024056086722
09:34:52.170	31.603	131.534	5.2	usb000fiqa	2013-03-11	172.186857498601	2013	YG431	31.2	130.6	99.35840286953159	JJ433	33.4	126.3	530.033695851806	472.499888691286
09:34:52.170	31.603	131.534	5.2	usb000fiqa	2013-03-11	172.186857498601	2013	YG431	31.2	130.6	99.35840286953159	OK426	26.3	127.8	692.685494453961	609.524717860107
03:36:46.090	24.31	121.49	5.5	usb000fgws	2013-03-07	231.739464996848	2013	CL424	24.9	121.2	71.8806180370354	OK426	26.3	127.8	671.907652969492	680.024056086722
20:32:45.540	27.386	128.304	5.3	usc000fgmp	2013-03-05	190.10782799233002	2013	OK426	26.3	127.8	130.74159409413602	CL424	24.9	121.2	761.158931781584	680.024056086722
20:32:45.540	27.386	128.304	5.3	usc000fgmp	2013-03-05	190.10782799233002	2013	OK426	26.3	127.8	130.74159409413602	YG431	31.2	130.6	479.10534756577204	609.524717860107
20:44:55.760	26.616999999999997	129.12	5.0	usc000fdp4	2013-02-26	141.253754462275	2013	OK426	26.3	127.8	136.090923086717	CL424	24.9	121.2	815.901450226916	680.024056086722
20:44:55.760	26.616999999999997	129.12	5.0	usc000fdp4	2013-02-26	141.253754462275	2013	OK426	26.3	127.8	136.090923086717	YG431	31.2	130.6	529.723646771558	609.524717860107
03:57:42.500	30.252	131.412	5.2	usc000f6fa	2013-02-13	172.186857498601	2013	YG431	31.2	130.6	130.94446878771	JJ433	33.4	126.3	596.523438496738	472.499888691286
03:57:42.500	30.252	131.412	5.2	usc000f6fa	2013-02-13	172.186857498601	2013	YG431	31.2	130.6	130.94446878771	OK426	26.3	127.8	564.1976274684099	609.524717860107
